Song_Name,Artists,YouTube_Link,ViewCount,Release
Don't Stop Me Now,Queen,https://www.youtube.com/watch?v=HgzGwKwLmgM,960059905,1978.0
Chittiyaan Kalaiyaan,"Meet Bros Anjjan, Kanika Kapoor, Kumaar",https://www.youtube.com/watch?v=zpsVpnvFfZQ,968012940,2015.0
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",https://www.youtube.com/watch?v=DkeiKbqa02g,975188668,2018.0
Blinding Lights,The Weeknd,https://www.youtube.com/watch?v=4NRXx6U8ABQ,980383714,2020.0
Viva La Vida,Coldplay,https://www.youtube.com/watch?v=dvgZkm1xWPE,1014569139,2008.0
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",https://www.youtube.com/watch?v=kTJczUoc26U,1046425556,2021.0
Feel Good Inc.,"Gorillaz, De La Soul",https://www.youtube.com/watch?v=HyHNuVaZJ-k,1061723531,2005.0
HUMBLE.,Kendrick Lamar,https://www.youtube.com/watch?v=tvTRZJ-4EyI,1081311691,2017.0
goosebumps,Travis Scott,https://www.youtube.com/watch?v=Dst9gZkq1a8,1104230873,2016.0
Another Love,Tom Odell,https://www.youtube.com/watch?v=MwpMEbgC7DA,1112976612,2013.0
Kala Chashma,"Prem & Hardeep, Amar Arshi, Badshah, Neha Kakkar, Indeep Bakshi, Amrik Singh",https://www.youtube.com/watch?v=k4yXQkG2s1E,1122643686,2016.0
Flowers,Miley Cyrus,https://www.youtube.com/watch?v=G7KNmW9a75Y,1134672466,2023.0
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",https://www.youtube.com/watch?v=2zNSgSzhBfM,1149082797,2012.0
Eye of the Tiger,Survivor,https://www.youtube.com/watch?v=btPJPFnesV4,1150340505,1985.0
Someone You Loved,Lewis Capaldi,https://www.youtube.com/watch?v=zABLecsR5UE,1156609527,2019.0
Abhi Toh Party Shuru Hui Hai,"Badshah, Aastha Gill",https://www.youtube.com/watch?v=8LZgzAZ2lpQ,1161092153,2014.0
Back In Black,AC/DC,https://www.youtube.com/watch?v=pAgnJDJN4VA,1163768684,1980.0
Phir Bhi Tumko Chaahunga,"Mithoon, Manoj Muntashir, Arijit Singh, Shashaa Tirupati",https://www.youtube.com/watch?v=_iktURk0X-A,1177672252,2017.0
Africa,TOTO,https://www.youtube.com/watch?v=FTQbiNvZqaY,1191560626,1982.0
Locked out of Heaven,Bruno Mars,https://www.youtube.com/watch?v=e-fA-gBCkj0,1198931025,2012.0
Don't Speak,No Doubt,https://www.youtube.com/watch?v=TR3Vdo5etCQ,1212350806,1995.0
Beat It,Michael Jackson,https://www.youtube.com/watch?v=oRdxUFDoQe0,1228540010,1982.0
Demons,Imagine Dragons,https://www.youtube.com/watch?v=mWRsgZuwf_8,1241240726,2012.0
Yellow,Coldplay,https://www.youtube.com/watch?v=yKNxeF4KMsY,1248132555,2000.0
rockstar,"Post Malone, 21 Savage",https://www.youtube.com/watch?v=UceaB4D0jpo,1289403761,2017.0
Californication,Red Hot Chili Peppers,https://www.youtube.com/watch?v=YlUKcNNmywk,1309061063,1999.0
Creep,Radiohead,https://www.youtube.com/watch?v=XFkzRNyygfk,1309953226,1993.0
The Scientist,Coldplay,https://www.youtube.com/watch?v=RB-RcX5DS5A,1313346980,2002.0
bad guy,Billie Eilish,https://www.youtube.com/watch?v=DyDfgMOUjCI,1327866078,2019.0
The Final Countdown,Europe,https://www.youtube.com/watch?v=9jK-NcRmVcw,1363849599,1986.0
Livin' On A Prayer,Bon Jovi,https://www.youtube.com/watch?v=lDK9QqIzhwk,1368506469,1986.0
There's Nothing Holdin' Me Back,Shawn Mendes,https://www.youtube.com/watch?v=dT2owtxkU8k,1384584581,2017.0
Losing My Religion,R.E.M.,https://www.youtube.com/watch?v=xwtdhWltSIg,1386681430,1991.0
Die With A Smile,"Lady Gaga, Bruno Mars",https://www.youtube.com/watch?v=kPa7bsKwL-c,1403913920,2024.0
Photograph,Ed Sheeran,https://www.youtube.com/watch?v=nSDgHBxUbVQ,1473270146,2014.0
Careless Whisper,George Michael,https://www.youtube.com/watch?v=izGwDsrQ1eQ,1481916910,1998.0
Chop Suey!,System Of A Down,https://www.youtube.com/watch?v=CSvFpBOe8eY,1506646376,2001.0
When I Was Your Man,Bruno Mars,https://www.youtube.com/watch?v=ekzHIouo8Q4,1508220739,2012.0
Every Breath You Take,The Police,https://www.youtube.com/watch?v=OMOGaugKpzs,1533252751,1983.0
Radioactive,Imagine Dragons,https://www.youtube.com/watch?v=ktvTqknDobU,1539263428,2012.0
7 rings,Ariana Grande,https://www.youtube.com/watch?v=QYh6mYIJG2Y,1539651887,2019.0
Girls Just Want to Have Fun,Cyndi Lauper,https://www.youtube.com/watch?v=PIb6AZdTr-A,1616580900,1983.0
Bring Me To Life,Evanescence,https://www.youtube.com/watch?v=3YxaaGgTQYM,1632560837,2003.0
Thunderstruck,AC/DC,https://www.youtube.com/watch?v=v2AC41dglnM,1640079714,1990.0
God's Plan,Drake,https://www.youtube.com/watch?v=xpVfcZ0ZcFM,1665156294,2018.0
Zombie,The Cranberries,https://www.youtube.com/watch?v=6Ejga4kJUts,1755191880,1994.0
Love Yourself,Justin Bieber,https://www.youtube.com/watch?v=oyEuk8j8imI,1797370381,2015.0
Say You Won't Let Go,James Arthur,https://www.youtube.com/watch?v=0yW7w8F2TVA,1800923806,2016.0
Let Me Love You,"DJ Snake, Justin Bieber",https://www.youtube.com/watch?v=euCqAq6BRa4,1816682609,2016.0
Do I Wanna Know?,Arctic Monkeys,https://www.youtube.com/watch?v=bpOSxM0rNPM,1820463770,2013.0
I Will Always Love You,Whitney Houston,https://www.youtube.com/watch?v=3JWTaaS7LdU,1823790434,1992.0
Sweet Child O' Mine,Guns N' Roses,https://www.youtube.com/watch?v=1w7OgIMMRc4,1852598713,1987.0
Unforgettable,"French Montana, Swae Lee",https://www.youtube.com/watch?v=CTFtOOh47oo,1870551501,2017.0
Señorita,"Shawn Mendes, Camila Cabello",https://www.youtube.com/watch?v=Pkh8UtuejGw,1881816028,2019.0
Gangsta's Paradise,"Coolio, L.V.",https://www.youtube.com/watch?v=fPO76Jlnz6c,1883900629,1995.0
Billie Jean,Michael Jackson,https://www.youtube.com/watch?v=Zi_XLOBDo_Y,1965093299,2008.0
Bohemian Rhapsody - Remastered 2011,Queen,https://www.youtube.com/watch?v=fJ9rUzIMcZQ,1992724856,1975.0
What's Up?,4 Non Blondes,https://www.youtube.com/watch?v=6NXnxTNIWkc,2030384287,1992.0
Smells Like Teen Spirit,Nirvana,https://www.youtube.com/watch?v=hTWKbfoikeg,2083392794,1991.0
Just the Way You Are,Bruno Mars,https://www.youtube.com/watch?v=LjhCEhWiKXk,2100672898,2010.0
In the End,Linkin Park,https://www.youtube.com/watch?v=eVTXPUF4Oz4,2131843208,2000.0
The Hills,The Weeknd,https://www.youtube.com/watch?v=yzTuBuRdAyA,2254482260,2015.0
Dance Monkey,Tones And I,https://www.youtube.com/watch?v=q0hyYWKXF0Q,2263636026,2019.0
Take on Me,a-ha,https://www.youtube.com/watch?v=djV11Xbc914,2279534403,1985.0
Without Me,Eminem,https://www.youtube.com/watch?v=YVkUvmDQ3HY,2293450684,2002.0
lovely (with Khalid),"Billie Eilish, Khalid",https://www.youtube.com/watch?v=V1Pl8CzNzCw,2309100279,2018.0
Thunder,Imagine Dragons,https://www.youtube.com/watch?v=fKopy74weus,2333202944,2017.0
November Rain,Guns N' Roses,https://www.youtube.com/watch?v=8SbUC-UaAxE,2357774896,1991.0
That's What I Like,Bruno Mars,https://www.youtube.com/watch?v=PMivT7MJ41M,2457062670,2016.0
Something Just Like This,"The Chainsmokers, Coldplay",https://www.youtube.com/watch?v=FM7MFYoylVs,2458836627,2017.0
Numb,Linkin Park,https://www.youtube.com/watch?v=kXYiU_JCYtU,2592236713,2003.0
All of Me,John Legend,https://www.youtube.com/watch?v=450p7goxZqg,2607767950,2013.0
Treat You Better,Shawn Mendes,https://www.youtube.com/watch?v=lY2yjAdbvdQ,2616728105,2017.0
Starboy,"The Weeknd, Daft Punk",https://www.youtube.com/watch?v=34Na4j8AVgA,2669904350,2016.0
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",https://www.youtube.com/watch?v=ApXoWvfEYVU,2799736601,2018.0
Believer,Imagine Dragons,https://www.youtube.com/watch?v=7wtfhZwyrcc,2906806429,2017.0
Stressed Out,Twenty One Pilots,https://www.youtube.com/watch?v=pXRviuL6vMY,3139082117,2015.0
Closer,"The Chainsmokers, Halsey",https://www.youtube.com/watch?v=PT2_F-1esPk,3318658591,2016.0
Let Her Go,Passenger,https://www.youtube.com/watch?v=RBumgq5yVrA,3941112513,2012.0
Thinking out Loud,Ed Sheeran,https://www.youtube.com/watch?v=lp-EO5I60KA,3947246205,2014.0
Sorry,Justin Bieber,https://www.youtube.com/watch?v=fRh_vgS2dFE,4023924544,2015.0
Perfect,Ed Sheeran,https://www.youtube.com/watch?v=2Vv-BfVoq4g,4055263615,2017.0
Counting Stars,OneRepublic,https://www.youtube.com/watch?v=hT_nvWreIhg,4293871391,2013.0
Shape of You,Ed Sheeran,https://www.youtube.com/watch?v=JGwWNGJdvx8,6599614798,2017.0
